Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1,0.009004169124773791,7.90251671000855,-105.0606097678129
1.058424294923851,0.0100246905103019,8.339449660609397,-105.8057075260205
1.12026198808505,0.006967826741888727,8.786360866823808,-106.609075428171
1.185712504868911,0.009772505091323653,9.226186947397487,-107.460281517322
1.254986921948269,0.009479923912469943,9.667220560011419,-108.3548441099396
1.328308648001751,0.008352609914362168,10.10514168988056,-109.2956033373578
1.405914144202507,0.006104591369647795,10.53738779743598,-110.2963544036828
1.488053686801006,0.00810068376996527,10.96381124149032,-111.3312167985824
1.574992174261191,0.009466684523032797,11.38573668685179,-112.4055717864424
1.667009981552986,0.007698849968458684,11.80149268266092,-113.5440302673401
1.764403864356239,0.00650490085622546,12.21024641082199,-114.6928677947572
1.86748791609217,0.008745512132278531,12.61020804945733,-115.917165031498
1.976594580868665,0.009628043935214691,13.0020475069839,-117.1851970853172
2.092075725606221,0.007631321129365301,13.38742554714301,-118.4938753797411
2.214303774802068,0.008658724678125507,13.76202010327661,-119.8431659026583
2.3436729115921,0.006369324554857891,14.12696277929383,-121.2112334707841
2.480600348983998,0.007939531842761942,14.47980363933711,-122.6567720281922
2.625527675361243,0.009094665929250522,14.82380388138294,-124.1112395594348
2.77892227859728,0.007734799855906936,15.15472523837646,-125.6165419474651
2.941278853372508,0.009201466218777724,15.47355361353361,-127.1246444548044
3.113120996555226,0.008108548480554343,15.78201899054544,-128.663661300067
3.295002895791604,0.007681391310085024,16.07487418700656,-130.2423123268571
3.487511116750276,0.006812547447449843,16.35804931256266,-131.8203697095029
3.691266494785498,0.007098576494087359,16.62517056811058,-133.4080969466613
3.906926137119375,0.008856944590866537,16.87761202655241,-135.0050064375161
4.135185542000135,0.008058312288119308,17.11859986126504,-136.6162673956439
4.376780841670799,0.006654597731362448,17.34709287926339,-138.2035994890782
4.632491176381629,0.009603898039736689,17.5585016667749,-139.7942562410371
4.903141207102687,0.005610482692827329,17.76014214906589,-141.3768857530638
5.18960377503974,0.006375598740835783,17.94734397333651,-142.9399333109412
5.492802716530586,0.007437725347477676,18.12104120210391,-144.4759734662327
5.813715842399698,0.009076474875881039,18.27995974821698,-145.9880948298918
6.153378091379528,0.007382761218775045,18.43312879310555,-147.4742074270071
6.512884867768241,0.00662504522748858,18.57211547790415,-148.8975662192941
6.893395574087819,0.00763912363836923,18.69923730935624,-150.313254048547
7.296137350135093,0.005443425008201422,18.81950089321597,-151.6895775872737
7.722409030484302,0.007552941378826919,18.92589971695702,-153.0238390015495
8.173585333203926,0.007994796301534475,19.02662901437928,-154.3163546077764
8.651121293296303,0.007385772745147885,19.11477695027583,-155.5670271437962
9.156556955157843,0.008689730579169665,19.19705878997072,-156.7799666955008
9.691522339193012,0.008897239269199466,19.27265375067239,-157.9272523942813
10.25774269859911,0.00531340552495967,19.34276596820704,-159.0585805504367
10.85704408327505,0.00754849582968309,19.40518613366277,-160.1271305909173
11.49135922879755,0.008466607681407497,19.46108262866086,-161.1569888969939
12.16273378945674,0.007629494197702728,19.51178345823219,-162.1607377222183
12.87333293545225,0.006468688708240264,19.55499930242309,-163.0915588791785
13.62544833552602,0.00770972847183499,19.59764846235355,-163.9862374439319
14.42150554755048,0.00595292396767884,19.63507788435491,-164.856439147753
15.26407184090652,0.006334487294826488,19.67060741223121,-165.6968602069518
16.15586447587848,0.007289866744373485,19.70059944177092,-166.4772602059772
17.09975946676697,0.00670617752098557,19.72648974875293,-167.2453434392508
18.09880085698029,0.006072223210336294,19.74770044287654,-167.9407729644928
19.15621053601653,0.005854888721124897,19.76929516853992,-168.6246998230995
20.27539862999611,0.006443449523065025,19.78357268622053,-169.2760111365607
21.45997449925365,0.007819285761685618,19.80139724839753,-169.8992620205934
22.71375837845639,0.006751271770112205,19.81912996322718,-170.4690317755989
24.04079369678839,0.007148367302834285,19.83358808154117,-170.9718792890735
25.44536011793301,0.005824991220965155,19.85080142927607,-171.5247167361798
26.93198734190672,0.007511964619344503,19.86523955622165,-172.0330970144982
28.50546971325567,0.005418242557775191,19.88078850286425,-172.5259587341999
30.17088168272581,0.006442931016884426,19.88821719888961,-172.9801559962295
31.93359417227003,0.006794483731504987,19.89660826953957,-173.4226235767589
33.79929189616926,0.007852289570686285,19.90394051644203,-173.8747521270642
35.77399169412834,0.008312606497740285,19.91184569280219,-174.2703320931348
37.86406193546952,0.008095331978962082,19.91688870179024,-174.6722204548909
40.07624305700231,0.006197249011188009,19.92482899950923,-175.0564031804596
42.41766930080449,0.006126726617408521,19.93105935031306,-175.4075945721955
44.89589172201712,0.002483837372108814,19.93179249565068,-175.7252413850329
47.51890254085352,0.01123435497696721,19.94063637013846,-176.1239780190474
50.29516091735803,0.003055030027706079,19.94176777011776,-176.3497693579554
53.23362023203628,0.01054665161405641,19.939664252259,-176.7530996087382
56.34375696033707,0.003948727579149712,19.94978461153106,-176.9768985164997
59.63560123410552,0.009777000883116145,19.94704324403625,-177.3077682169551
63.11976918856806,0.006252081403200334,19.95051644446553,-177.5718364498319
66.80749719916639,0.005625294215513704,19.95322441199542,-177.8502975888469
70.71067811865476,0.005715109727895312,19.95476348155516,-178.1139062760061
74.84189963132452,0.006388292561538682,19.95593595359212,-178.371408182504
79.21448484804624,0.006550406250198577,19.95652343003215,-178.6227835327222
83.84253527304941,0.006971561863696701,19.95782015976847,-178.8758530108745
88.74097628100533,0.009032354872139402,19.95778147248762,-179.1460098961708
93.92560525107727,0.005869047426679532,19.95373328392025,-179.3667929855995
99.41314251316741,0.002928935661586578,19.96108226357474,-179.5620013300396
105.2212852706634,0.01013623638799667,19.96100288008289,-179.89032991345
111.3687646735833,0.005513865897118648,19.95435310418478,179.9438200804811
117.8754062261777,0.006851852499827327,19.96099577098222,179.6637725652431
124.7621937238045,0.006244272891749837,19.95829541936427,179.4477144184193
132.0513369252708,0.005997779834842273,19.95835653748507,179.1901463403656
139.7663431788814,0.006871180190499369,19.9569440534738,178.9531968487063
147.9320932331926,0.006065668135320607,19.95639307492161,178.6972493759526
156.5749214769513,0.007036903660326928,19.95409314157676,178.4498121715358
165.7227008669993,0.007676289628620871,19.95346099234855,178.1961005617267
175.4049328180301,0.007408771669329957,19.95041012460282,177.9424099219426
185.6528423440887,0.004242093636489895,19.95411411230694,177.6791198083852
196.4994787586509,0.006187374541539859,19.94772758051056,177.42211688407
207.9798222580294,0.005222881385657512,19.94923564366416,177.1112406189586
220.1308967318424,0.008269909418884318,19.94184043489301,176.7886313431192
232.9918891643553,0.006958898644705857,19.94025208831186,176.5135155744968
246.6042760117587,0.006195455236421171,19.93810196621292,176.1931755609627
261.0119569629524,0.00692384339342943,19.93407515486623,175.851679415699
276.2613965152074,0.005120889597026118,19.93186394250573,175.5246046899631
292.4017738212866,0.008175497149343847,19.92275263987706,175.1796126067997
309.4851412912785,0.007432239594686537,19.91704394381747,174.8122854096446
327.5665924606298,0.006306972086087421,19.91471954232973,174.4195839722079
346.7044396657504,0.005227117123947052,19.91003671083072,174.0079374020827
366.9604021001907,0.007501433448717883,19.89986286277965,173.5846349701094
388.3998048578666,0.005869919949675381,19.89255882334024,173.1457305323995
411.091789605249,0.006015095034222512,19.88410637078873,172.710078380195
435.1095375619197,0.007767353048187748,19.87066777228142,172.196804908097
460.5305055086172,0.006151159117807804,19.862696043136,171.7188703634032
487.436675583883,0.007949076727045291,19.84740369337763,171.178721189018
515.9148196748966,0.006980283194625579,19.83422938682314,170.643339346352
546.0567792551683,0.007266849239986484,19.81682447595047,170.0347790092091
577.9597615715405,0.005809768854828198,19.80273378204582,169.4586247802846
611.7266531357141,0.008308926847253845,19.77962264111387,168.7865779531967
647.4663515312955,0.008476258591097883,19.75882405767241,168.1433656695363
685.2941166064297,0.00677005605954948,19.7349080310465,167.4402150358515
725.3319421846229,0.006625161960394825,19.70826362098699,166.6873747983426
767.708949492507,0.005800602090943595,19.6802548976478,165.9294424706018
812.5618035733363,0.005001852848832136,19.64756542166747,165.0788246147898
860.0351540291614,0.007001436344491551,19.60963716323265,164.2309484001515
910.2821015130405,0.006880790778317803,19.56915481183553,163.3616425973814
963.4646914757404,0.01123895621791474,19.52015232497688,162.4120305680749
1019.754436759236,0.008465862588580337,19.47233524091052,161.4331192104095
1079.332870722362,0.008947498083734035,19.41669846757641,160.4431936285149
1142.392132682452,0.009769362164076837,19.35613386033441,159.3560880162374
1209.135587560979,0.008458699983890705,19.29297079726809,158.2432922568846
1279.778481731564,0.006800659664094479,19.2197568178685,157.1234455288305
1354.548637185448,0.004881988468502231,19.1428168137657,155.9182608458427
1433.687186253071,0.01060952502842654,19.04728116509867,154.661288569385
1517.449349251264,0.009574138221689265,18.95210630643613,153.3939511880303
1606.105257563926,0.009341273251529426,18.84704686036094,152.0664135731861
1699.940824810587,0.0127613537268538,18.72978172779842,150.6967795891428
1799.258668912415,0.008768027177431297,18.61003954986591,149.3286390441811
1904.37908802925,0.009969144268960478,18.47133444996451,147.8677123674804
2015.641093515083,0.01381102669272119,18.32019277479743,146.3993015093212
2133.403503223242,0.01047518178229669,18.16538823364403,144.8934942205444
2258.046098687132,0.01337002655592091,17.99118500390012,143.3506242087084
2389.97084990848,0.01475998561549084,17.80725029701311,141.779873380578
2529.60321170294,0.01423284281611235,17.6108099631388,140.2145064589748
2677.39349578379,0.01246661498181869,17.40344400380738,138.6234076610713
2833.818323008663,0.0118819109767503,17.17940579492328,137.0051699901094
2999.382160472731,0.01122521660920055,16.94432308811959,135.3930275663149
3174.618948405528,0.01732183145996831,16.69145894134153,133.8252257916493
3360.093822118018,0.0171308129438222,16.42487220197457,132.1922447772463
3556.404934553247,0.01710920409896237,16.14705113995645,130.6254995909784
3764.185385318225,0.02003453710575053,15.85399656904571,129.0255336829071
3984.105262418107,0.0203064857026552,15.55133223848457,127.4678291959229
4216.873803277285,0.01953224848181877,15.2357280431926,125.9279553769466
4463.241682016619,0.01812944707101444,14.9082685688748,124.4297412152655
4724.003430363178,0.02050106268376515,14.56799204782245,122.9287987966532
5000,0.0243269097362903,14.21194889100188,121.5056328271542
