ADC1,ADC2,ADC3,ADC4,ADC5
1.718095238095238,0.7695970695970696,0.9122344322344322,0.7792673992673993,0.9122344322344322
1.1539926739926738,0.13619047619047617,0.1241025641025641,0.20952380952380953,1.411062271062271
1.1523809523809523,0.05641025641025641,0.05318681318681318,0.08300366300366299,1.415091575091575
1.1523809523809523,0.02901098901098901,0.02901098901098901,0.040293040293040296,1.4207326007326007
1.1523809523809523,0.020146520146520148,0.02095238095238095,0.025787545787545788,1.4255677655677654
1.1523809523809523,0.016923076923076923,0.018534798534798533,0.02095238095238095,1.431208791208791
1.1515750915750915,0.01531135531135531,0.016923076923076923,0.019340659340659337,1.435238095238095
1.1515750915750915,0.01611721611721612,0.016923076923076923,0.019340659340659337,1.44007326007326
1.1515750915750915,0.014505494505494505,0.016923076923076923,0.018534798534798533,1.4449084249084247
1.1507692307692308,0.014505494505494505,0.01611721611721612,0.018534798534798533,1.4497435897435897
1.1523809523809523,0.01531135531135531,0.016923076923076923,0.019340659340659337,1.4553846153846153
1.1515750915750915,0.01531135531135531,0.016923076923076923,0.017728937728937726,1.4594139194139193
1.1523809523809523,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.465054945054945
1.1523809523809523,0.013699633699633697,0.01531135531135531,0.016923076923076923,1.4698901098901098
1.1523809523809523,0.014505494505494505,0.016923076923076923,0.017728937728937726,1.4747252747252748
1.1556043956043955,0.01531135531135531,0.016923076923076923,0.018534798534798533,1.4819780219780219
1.1531868131868133,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.4852014652014651
1.1547985347985348,0.01531135531135531,0.016923076923076923,0.018534798534798533,1.4916483516483514
1.1539926739926738,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.4956776556776554
1.1547985347985348,0.014505494505494505,0.016923076923076923,0.017728937728937726,1.5013186813186812
1.1556043956043955,0.01531135531135531,0.016923076923076923,0.018534798534798533,1.5061538461538462
1.1564102564102565,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.5117948717948717
1.1564102564102565,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.5166300366300365
1.1588278388278388,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.523076923076923
1.1588278388278388,0.013699633699633697,0.01611721611721612,0.016923076923076923,1.5279120879120878
1.1596336996336996,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.5327472527472525
1.1604395604395605,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.5383882783882783
1.1612454212454213,0.013699633699633697,0.01611721611721612,0.016923076923076923,1.5432234432234433
1.1628571428571428,0.012893772893772894,0.01531135531135531,0.01611721611721612,1.5488644688644688
1.1644688644688646,0.013699633699633697,0.01531135531135531,0.01611721611721612,1.5536996336996336
1.1652747252747253,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.5601465201465199
1.1668864468864468,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.5657875457875456
1.1684981684981686,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.5714285714285714
1.17010989010989,0.01531135531135531,0.016923076923076923,0.018534798534798533,1.5762637362637362
1.1717216117216116,0.01611721611721612,0.016923076923076923,0.019340659340659337,1.581904761904762
1.1733333333333333,0.014505494505494505,0.016923076923076923,0.018534798534798533,1.5875457875457875
1.1757509157509156,0.014505494505494505,0.01611721611721612,0.017728937728937726,1.593186813186813
1.1765567765567766,0.01531135531135531,0.016923076923076923,0.018534798534798533,1.598021978021978
1.1789743589743589,0.01531135531135531,0.016923076923076923,0.019340659340659337,1.6044688644688643
1.1805860805860806,0.01531135531135531,0.016923076923076923,0.018534798534798533,1.6093040293040293
1.1838095238095239,0.01531135531135531,0.016923076923076923,0.019340659340659337,1.6157509157509158
1.1854212454212454,0.01611721611721612,0.017728937728937726,0.019340659340659337,1.6213919413919413
1.1878388278388279,0.01611721611721612,0.018534798534798533,0.020146520146520148,1.626227106227106
1.1894505494505494,0.01611721611721612,0.017728937728937726,0.019340659340659337,1.6318681318681318
1.1926739926739927,0.01611721611721612,0.017728937728937726,0.020146520146520148,1.6375091575091574
1.195091575091575,0.01611721611721612,0.017728937728937726,0.020146520146520148,1.6431501831501831
1.1942857142857142,0.01611721611721612,0.017728937728937726,0.019340659340659337,1.6463736263736264
1.19992673992674,0.01611721611721612,0.017728937728937726,0.020146520146520148,1.6544322344322344
1.2023443223443222,0.01611721611721612,0.017728937728937726,0.020146520146520148,1.6600732600732602
1.2047619047619047,0.01611721611721612,0.017728937728937726,0.020146520146520148,1.6649084249084247
1.2071794871794872,0.01611721611721612,0.017728937728937726,0.019340659340659337,1.6705494505494505
1.2095970695970697,0.01611721611721612,0.017728937728937726,0.020146520146520148,1.6761904761904762
1.212014652014652,0.016923076923076923,0.018534798534798533,0.020146520146520148,1.6818315018315018
1.2144322344322342,0.01611721611721612,0.017728937728937726,0.020146520146520148,1.6874725274725275
