1.792942919418879058e+02 1.651373209155947430e-01 3.542807576894223764e+00
1.793730787879896695e+02 1.462659872285144436e-01 3.508648884782171073e+00
1.794276572191828336e+02 1.522457596106343569e-01 3.579370071176330548e+00
1.794790885221305246e+02 1.663415091577772620e-01 3.624288694124750521e+00
1.795282463908660020e+02 1.501415750279033179e-01 3.575726629828188674e+00
1.795625434559859457e+02 1.577486597259070977e-01 3.599849276343475957e+00
1.795674219621978693e+02 1.642544782537097570e-01 3.684748549942363560e+00
1.794891989003348272e+02 1.597487786580791547e-01 3.681814127312315943e+00
1.794752014985453741e+02 1.623321226648125337e-01 3.617638784696174170e+00
1.794667618886428784e+02 1.524333064973560359e-01 3.635432867363182385e+00
1.794281089327209884e+02 1.575119389603498454e-01 3.619006504674949110e+00
1.794234042504528475e+02 1.525133569977860371e-01 3.624815883849011211e+00
1.793772677163193237e+02 1.590946517117084180e-01 3.594672296122811250e+00
1.793249215505095719e+02 1.548062320458163388e-01 3.591378789819406059e+00
1.792758780396318627e+02 1.548199549887471771e-01 3.588905229356119442e+00
1.792393086838782779e+02 1.580265493202568927e-01 3.529604962216163599e+00
1.792248149689861521e+02 1.560721735311876857e-01 3.483445556511079122e+00
1.791865531169377732e+02 1.588579309461511657e-01 3.534827685579931433e+00
1.791631337712476864e+02 1.543202111503485519e-01 3.522547938813971768e+00
1.791156272299782302e+02 1.560435840667483975e-01 3.457239309827456974e+00
1.790954796625985637e+02 1.557714123652864380e-01 3.488921010740490214e+00
1.790347762245439469e+02 1.491821126013210541e-01 3.358593078147585675e+00
1.790486512634256258e+02 1.487532706347318434e-01 3.288466552613763305e+00
1.790587502058441487e+02 1.462122390353685908e-01 3.304677922529412726e+00
1.791309832031178644e+02 1.504103159936325540e-01 3.371674473496423019e+00
1.793368136241377329e+02 1.453248220591733253e-01 3.262842387426124979e+00
1.794455164858287617e+02 1.420198799699924908e-01 3.348873803816807992e+00
1.796288595776993020e+02 1.465564561872175486e-01 3.230710116553528799e+00
1.797826457376539224e+02 1.423995480577461559e-01 3.281873822114065309e+00
1.798561641172488237e+02 1.470024518324703211e-01 3.318892604248623091e+00
1.798978326898797775e+02 1.467657310669130688e-01 3.280598732000073348e+00
1.799491404863410935e+02 1.512634256125006960e-01 3.327403116022908058e+00
1.799884635793094674e+02 1.490208680218835235e-01 3.224523356448868228e+00
1.799859820137961322e+02 1.357427771577040532e-01 3.406083609316963301e+00
1.799770563829981995e+02 1.419627010411139423e-01 3.258909620697857612e+00
1.800034421715184862e+02 1.303416555358351825e-01 3.380530346001134223e+00
1.799672536274312620e+02 1.355598045852926536e-01 3.285400618447294807e+00
1.800031288309882314e+02 1.371916912154867996e-01 3.209373227453204969e+00
1.800257842661885093e+02 1.385742777157704109e-01 3.334381232503247805e+00
1.799649172963972603e+02 1.438050061295811644e-01 3.279934312846504163e+00
1.799631824876950930e+02 1.428386822315334814e-01 3.320447871114120098e+00
1.799226231862843690e+02 1.487281119060252788e-01 3.263121420599052414e+00
1.800270021773736175e+02 1.432961136625619802e-01 3.225073417744680260e+00
1.801569424368287287e+02 1.441778127458693826e-01 3.310903564305710756e+00
1.803047019376795390e+02 1.399534334803212987e-01 3.237757991327100182e+00
1.804592165571880855e+02 1.379487402338389346e-01 3.165504409638995043e+00
1.806169240480851954e+02 1.295811757817503240e-01 3.217134695259180610e+00
1.807299279088064736e+02 1.321519404241304207e-01 3.200197152946773205e+00
