2.516960368140815660e+02 1.269228336047426495e+02 3.249204069310010490e-01
2.517076670082154806e+02 1.271019454558761623e+02 3.290578742246537125e-01
2.517368614257222816e+02 1.274536427552009883e+02 3.324222823998682630e-01
2.517456795601339365e+02 1.279109712641574959e+02 3.334080471337346752e-01
2.517653376758823924e+02 1.283723388926499922e+02 3.193065796937039069e-01
2.518228036429839278e+02 1.286847977238211911e+02 3.349267194847492246e-01
2.517920619636616379e+02 1.289129908239254974e+02 3.268770698772254235e-01
2.516607002360346144e+02 1.293895142993065406e+02 2.869570288913692035e-01
2.517037914204160813e+02 1.296012936160869344e+02 2.932524289608987589e-01
2.517224283204947710e+02 1.296211712989222917e+02 3.104964503320952196e-01
2.517730373904451824e+02 1.299048817082319260e+02 2.999675223683969660e-01
2.517457070060197850e+02 1.297995787056520101e+02 3.077427131173037234e-01
2.515872424661043283e+02 1.285738214279179488e+02 2.904266462957202921e-01
2.514329176806396617e+02 1.262966408522862451e+02 2.736309077269317158e-01
2.513983438695039752e+02 1.248661532761239101e+02 2.746029495178672897e-01
2.514284096938868913e+02 1.242946224360968301e+02 2.849374691233784174e-01
2.514806746656176131e+02 1.243758759811904184e+02 3.008320677730408343e-01
2.515766300569044631e+02 1.248250439134173746e+02 3.051845278392769090e-01
2.516333572722448935e+02 1.253747278282985320e+02 3.166912154867985163e-01
2.517159373684884542e+02 1.259152631145591243e+02 3.379640641867783790e-01
2.517324014692697460e+02 1.260037749528845694e+02 3.236944906958447166e-01
2.517036301758366506e+02 1.258906315755768190e+02 3.300173366512360040e-01
2.516760687885386005e+02 1.257059653632920373e+02 3.163881671637421289e-01
2.516722458053537821e+02 1.258073847730225197e+02 3.118676010466031046e-01
2.517163147494190696e+02 1.261535757414963541e+02 3.212620990613507255e-01
2.517354376703931962e+02 1.263260628419299962e+02 3.096787916491318127e-01
2.517456075146835417e+02 1.265745190108502669e+02 3.241107532980806449e-01
2.517675219109655416e+02 1.269013286095914168e+02 3.382190822095768046e-01
2.518026766600186761e+02 1.271556044498929623e+02 3.241622143340713302e-01
2.517825119389603401e+02 1.275060815508755212e+02 3.156528461383638628e-01
2.517709389237553239e+02 1.277359145426600548e+02 3.107468940405833102e-01
2.517761433498618544e+02 1.277012892704883598e+02 3.186913344189705732e-01
2.518047373886154503e+02 1.279479511646204202e+02 3.242445519916564711e-01
2.517911562494282123e+02 1.281486572100342300e+02 3.229934770277935185e-01
2.518090772693173278e+02 1.285509498563665431e+02 3.195433004592611592e-01
