2.550000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00
2.519942599379437524e+02 1.104012848427728244e+02 8.879935615921149550e-01
2.520486145216189016e+02 1.112819500313687797e+02 8.558795892818109596e-01
2.522340210809598489e+02 1.137565313787220305e+02 8.456315061843349135e-01
2.521878124458852994e+02 1.161158700508997583e+02 6.326715134516736061e-01
2.520825268763786084e+02 1.181428244966090517e+02 5.105333829177797211e-01
2.518871419203374842e+02 1.189759283599376545e+02 4.504160267528906081e-01
2.517221960421392168e+02 1.182064179684949465e+02 3.907046195860455762e-01
2.516166450444414693e+02 1.170217608534580904e+02 3.757895424131538764e-01
2.515024385327924392e+02 1.162129259270824804e+02 3.466506368857182330e-01
2.515445678062573052e+02 1.163620383749549347e+02 3.787986748462077724e-01
2.517086890118406473e+02 1.173872356008754849e+02 3.825870590272553717e-01
2.517119763470835494e+02 1.180724604767487733e+02 4.000939644184283717e-01
2.517795654358558011e+02 1.189882700611194508e+02 4.006304984088502330e-01
2.517874388592549337e+02 1.198637544320830273e+02 3.989627009518510459e-01
2.517740212512881044e+02 1.208495419589452098e+02 3.808922929305259553e-01
2.517619364618848010e+02 1.213432256196399806e+02 3.827786783095488699e-01
2.516815628184783407e+02 1.214681131320242713e+02 3.741203255540636041e-01
2.517087770147703054e+02 1.219890805397134557e+02 3.919182083739045641e-01
2.517727849520667860e+02 1.223780563275525850e+02 3.729053173641135310e-01
2.517045968756121113e+02 1.223047697587868043e+02 3.703305219709249752e-01
2.516497923414740683e+02 1.223657529502272467e+02 3.707918276505204891e-01
2.517176383420247987e+02 1.230670369413588219e+02 3.665818810484271495e-01
2.517357598485214112e+02 1.237545584098154450e+02 3.685179455006373228e-01
2.517443387147598060e+02 1.241377841997836811e+02 3.688742154254941452e-01
2.516393427032796808e+02 1.222332247963867644e+02 3.476144109055501197e-01
2.515792367023315137e+02 1.146456505261723606e+02 3.711949378443824554e-01
2.515905095937387443e+02 1.088401795827525547e+02 3.801556232452641404e-01
2.515892065826191413e+02 1.087059169195567989e+02 3.896500038323856274e-01
2.516998518144216916e+02 1.108236293543707660e+02 4.133284695155012844e-01
2.517459071540704088e+02 1.132065258430538677e+02 4.183928961764146748e-01
2.517489659655766729e+02 1.143573671226732387e+02 3.866848728641547051e-01
2.517412515152117294e+02 1.154272400294100152e+02 3.833946988170702785e-01
2.517426340128484412e+02 1.161863802691754159e+02 3.861185314298204996e-01
2.516166038817808328e+02 1.151935723795708242e+02 3.739457390968628503e-01
2.515273007798195124e+02 1.139464587337230057e+02 3.878431049704622602e-01
2.515219425369257351e+02 1.137052341871510066e+02 3.720295462739275916e-01
2.516008584543846780e+02 1.144688611569262520e+02 3.878601377955550045e-01
2.516654625405594174e+02 1.158865869341198760e+02 3.939465339620338291e-01
2.517007304243160490e+02 1.170557328231056005e+02 3.870553368099222125e-01
2.516783847771964417e+02 1.174606854008817294e+02 3.821583995957542612e-01
2.517285748351364418e+02 1.184882005104169878e+02 4.053500103616352601e-01
2.517540956847337554e+02 1.193272105058465229e+02 3.896443262240213978e-01
2.516557339586272803e+02 1.192061142164474603e+02 3.856614839564981856e-01
2.516915213435492547e+02 1.194320674159217219e+02 3.713184258263049209e-01
2.517124930094446995e+02 1.199600949296118557e+02 3.775496010060722107e-01
2.517190903903639594e+02 1.203166473154848291e+02 3.771507490184834444e-01
2.516758596608764549e+02 1.202401954800559878e+02 3.723843967966933843e-01
2.516532712959992750e+02 1.201988397807307649e+02 3.676123669665390392e-01
2.516597749963805200e+02 1.205520792821232021e+02 3.716377912967941399e-01
2.517280737861983084e+02 1.215068443568831071e+02 3.791081045020595619e-01
2.517065811997354103e+02 1.213758605125177041e+02 3.805686692537635363e-01
2.515661171688037996e+02 1.155818029813121512e+02 3.853123110420966224e-01
2.515823991301903959e+02 1.070187928836856770e+02 4.166058689437661111e-01
2.514528630759578789e+02 1.032030653407558560e+02 3.959578267250703498e-01
2.515580890305767525e+02 1.039847059424687927e+02 4.170260119627208217e-01
2.516576260216146466e+02 1.067539551639267472e+02 4.249533726413085577e-01
2.517064279043095780e+02 1.085261482253215632e+02 4.450308152193969691e-01
2.517009390764234524e+02 1.093865372550466901e+02 4.506658415209177093e-01
2.517027019738205524e+02 1.097510737776818956e+02 4.274501009194886514e-01
2.516251231331314102e+02 1.106362115022667894e+02 3.956980761424057635e-01
2.516185257522121503e+02 1.109915275889184443e+02 3.908891418578837595e-01
2.515801366032572446e+02 1.105677352871876309e+02 3.780577469546728131e-01
2.515396580944243112e+02 1.099705715364459877e+02 3.947655289685772506e-01
2.516252608151342258e+02 1.105889709618720218e+02 4.024146868373166264e-01
2.517507217659633056e+02 1.117614325741424750e+02 4.110261993237968592e-01
2.518544431543656685e+02 1.130015755363210843e+02 4.520327257346115624e-01
2.518120612273285985e+02 1.139118253227010626e+02 4.317877937097777119e-01
2.518163762096854441e+02 1.143001822512284917e+02 4.211209869954380403e-01
2.517612821175208069e+02 1.143334104541802816e+02 4.128770996505432000e-01
2.517132623253780537e+02 1.141529022514556004e+02 4.037546024112802501e-01
2.516957965826475174e+02 1.143993558753310822e+02 4.142965017416063711e-01
2.517227978686258325e+02 1.153192746287553803e+02 3.979336344358302413e-01
2.517788614124186211e+02 1.160467224586315211e+02 3.916130369243259746e-01
2.517360607617647190e+02 1.161711160190881174e+02 4.013316830418354741e-01
2.516778482432060287e+02 1.159897760467380721e+02 3.832953406706958721e-01
2.517102602899554711e+02 1.166284402758182210e+02 3.923851916618643632e-01
2.517183480430703355e+02 1.170335461490201823e+02 4.229988559619146105e-01
2.517704883594834371e+02 1.175285271432261851e+02 4.056069221401176761e-01
2.517205069536508404e+02 1.181713232517934102e+02 4.013260054334711890e-01
2.517056316197364936e+02 1.180719225233562639e+02 3.876443886777133918e-01
