#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3D271
#Date Time: 2025-02-10 13:04:13.186
#Sample rate: 80000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Amplitude: 1 V
#Offset: 1 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V)
-0.0495,1.684637504979037
-0.0494875,1.690393368666451
-0.049475,1.695810652136952
-0.0494625,1.701566515824363
-0.04945,1.706983799294868
-0.0494375,1.712739662982278
-0.049425,1.718495526669692
-0.0494125,1.723912810140193
-0.0494,1.728991513393791
-0.0493875,1.735085957298109
-0.049375,1.7398260803348
-0.0493625,1.745243363805306
-0.04935,1.750660647275808
-0.0493375,1.755739350529406
-0.049325,1.760818053783004
-0.0493125,1.765896757036602
-0.0493,1.771314040507108
-0.0492875,1.776392743760704
-0.049275,1.781471447014301
-0.0492625,1.786211570050993
-0.04925,1.79129027330459
-0.0492375,1.795353235907471
-0.049225,1.80009335894416
-0.0492125,1.805172062197758
-0.0492,1.810589345668262
-0.0491875,1.81465230827114
-0.049175,1.819053851090923
-0.0491625,1.823793974127616
-0.04915,1.828195516947401
-0.0491375,1.832258479550279
-0.049125,1.837337182803877
-0.0491125,1.841061565189847
-0.0491,1.845463108009633
-0.0490875,1.849864650829418
-0.049075,1.854266193649203
-0.0490625,1.857990576035174
-0.04905,1.862053538638051
-0.0490375,1.865777921024024
-0.049025,1.870518044060715
-0.0490125,1.873903846229781
-0.049,1.877628228615752
-0.0489875,1.882029771435535
-0.048975,1.885754153821509
-0.0489625,1.888801375773667
-0.04895,1.892864338376546
-0.0489375,1.896250140545611
-0.048925,1.899974522931581
-0.0489125,1.903021744883741
-0.0489,1.90708470748662
-0.0488875,1.910131929438778
-0.048875,1.91385631182475
-0.0488625,1.916564953560001
-0.04885,1.919950755729067
-0.0488375,1.922659397464319
-0.048825,1.925706619416478
-0.0488125,1.928753841368636
-0.0488,1.9321396435377
-0.0487875,1.934848285272954
-0.048775,1.937556927008206
-0.0487625,1.940604148960365
-0.04875,1.943312790695617
-0.0487375,1.945682852213961
-0.048725,1.948391493949215
-0.0487125,1.951100135684467
-0.0487,1.953808777419719
-0.0486875,1.955840258721158
-0.048675,1.958548900456409
-0.0486625,1.960580381757849
-0.04865,1.962273282842382
-0.0486375,1.964981924577634
-0.048625,1.96735198609598
-0.0486125,1.969383467397418
-0.0486,1.971076368481951
-0.0485875,1.97310784978339
-0.048575,1.97513933108483
-0.0485625,1.977170812386269
-0.04855,1.9788637134708
-0.0485375,1.980556614555334
-0.048525,1.98191093542296
-0.0485125,1.983942416724399
-0.0485,1.984958157375118
-0.0484875,1.986989638676558
-0.048475,1.988343959544184
-0.0484625,1.98969828041181
-0.04845,1.991052601279436
-0.0484375,1.992068341930155
-0.048425,1.993084082580875
-0.0484125,1.994099823231595
-0.0484,1.995115563882314
-0.0483875,1.995792724316127
-0.048375,1.996808464966846
-0.0483625,1.998162785834473
-0.04835,1.998839946268286
-0.0483375,1.999517106702099
-0.048325,2.000194267135912
-0.0483125,2.000871427569725
-0.0483,2.001548588003538
-0.0482875,2.001887168220444
-0.048275,2.002225748437351
-0.0482625,2.002902908871164
-0.04825,2.002564328654258
-0.0482375,2.002902908871164
-0.048225,2.003580069304977
-0.0482125,2.003918649521883
-0.0482,2.003580069304977
-0.0481875,2.003580069304977
-0.048175,2.003580069304977
-0.0481625,2.003241489088071
-0.04815,2.003241489088071
-0.0481375,2.003241489088071
-0.048125,2.002902908871164
-0.0481125,2.001887168220444
-0.0481,2.001887168220444
-0.0480875,2.001210007786631
-0.048075,2.000532847352818
-0.0480625,2.000194267135912
-0.04805,1.999178526485192
-0.0480375,1.998839946268286
-0.048025,1.998162785834473
-0.0480125,1.997147045183753
-0.048,1.996131304533034
-0.0479875,1.995115563882314
-0.047975,1.994099823231594
-0.0479625,1.993084082580875
-0.04795,1.991729761713249
-0.0479375,1.990714021062529
-0.047925,1.989359700194903
-0.0479125,1.988005379327277
-0.0479,1.986651058459651
-0.0478875,1.984958157375118
-0.047875,1.983603836507492
-0.0478625,1.981572355206053
-0.04785,1.980556614555333
-0.0478375,1.978525133253895
-0.047825,1.976832232169362
-0.0478125,1.974462170651016
-0.0478,1.97310784978339
-0.0477875,1.97107636848195
-0.047775,1.969044887180512
-0.0477625,1.966674825662166
-0.04775,1.964304764143821
-0.0477375,1.962611863059288
-0.047725,1.960241801540942
-0.0477125,1.957871740022597
-0.0477,1.955501678504251
-0.0476875,1.953131616985906
-0.047675,1.95076155546756
-0.0476625,1.948052913732307
-0.04765,1.945005691780149
-0.0476375,1.942635630261804
-0.047625,1.939588408309645
-0.0476125,1.9372183467913
-0.0476,1.934509705056049
-0.0475875,1.931123902886982
-0.047575,1.92841526115173
-0.0475625,1.925368039199571
-0.04755,1.922320817247413
-0.0475375,1.918935015078349
-0.047525,1.915887793126189
-0.0475125,1.912501990957124
-0.0475,1.909793349221871
-0.0474875,1.9060689668359
-0.047475,1.902683164666836
-0.0474625,1.89929736249777
-0.04745,1.895911560328704
-0.0474375,1.891848597725826
-0.047425,1.888124215339855
-0.0474125,1.884738413170791
-0.0474,1.880675450567911
-0.0473875,1.876951068181939
-0.047375,1.873226685795968
-0.0473625,1.869502303409996
-0.04735,1.865777921024026
-0.0473375,1.861037797987333
-0.047325,1.857313415601361
-0.0473125,1.853250452998483
-0.0473,1.849187490395605
-0.0472875,1.844785947575822
-0.047275,1.840384404756035
-0.0472625,1.836660022370064
-0.04725,1.831919899333373
-0.0472375,1.827179776296681
-0.047225,1.823116813693805
-0.0472125,1.818376690657112
-0.0472,1.81363656762042
-0.0471875,1.809235024800636
-0.047175,1.804494901763945
-0.0471625,1.800093358944162
-0.04715,1.794676075473655
-0.0471375,1.789935952436964
-0.047125,1.78553440961718
-0.0471125,1.780455706363582
-0.0471,1.775377003109986
-0.0470875,1.770636880073293
-0.047075,1.765219596602789
-0.0470625,1.759802313132284
-0.04705,1.755062190095593
-0.0470375,1.749644906625091
-0.047025,1.744566203371491
-0.0470125,1.739148919900987
-0.047,1.733731636430482
-0.0469875,1.728652933176885
-0.046975,1.722897069489477
-0.0469625,1.717141205802063
-0.04695,1.712062502548465
-0.0469375,1.705968058644148
-0.046925,1.70088935539055
-0.0469125,1.695133491703139
-0.0469,1.689377628015729
-0.0468875,1.683621764328318
-0.046875,1.677865900640907
-0.0468625,1.672110036953496
-0.04685,1.665677012832272
-0.0468375,1.659921149144862
-0.046825,1.654165285457451
-0.0468125,1.64840942177004
-0.0468,1.642314977865723
-0.0467875,1.636220533961405
-0.046775,1.629448929623272
-0.0467625,1.623693065935864
-0.04675,1.617598622031547
-0.0467375,1.611504178127229
-0.046725,1.605071154006006
-0.0467125,1.598976710101685
-0.0467,1.592205105763558
-0.0466875,1.586110661859241
-0.046675,1.579677637738017
-0.0466625,1.572906033399887
-0.04665,1.566811589495566
-0.0466375,1.560378565374345
-0.046625,1.553945541253122
-0.0466125,1.546835356698085
-0.0466,1.540402332576861
-0.0465875,1.533969308455634
-0.046575,1.527197704117507
-0.0465625,1.52008751956247
-0.04655,1.513315915224339
-0.0465375,1.506882891103116
-0.046525,1.499772706548075
-0.0465125,1.492662521993042
-0.0465,1.486568078088724
-0.0464875,1.479457893533688
-0.046475,1.472347708978651
-0.0464625,1.465576104640517
-0.04645,1.458465920085483
-0.0464375,1.451355735530447
-0.046425,1.444584131192316
-0.0464125,1.437812526854186
-0.0464,1.430363762082239
-0.0463875,1.422914997310299
-0.046375,1.415804812755262
-0.0463625,1.408694628200226
-0.04635,1.401584443645189
-0.0463375,1.393797098656335
-0.046325,1.387025494318208
-0.0463125,1.380253889980078
-0.0463,1.372805125208135
-0.0462875,1.365017780219285
-0.046275,1.358246175881151
-0.0462625,1.350797411109211
-0.04625,1.343348646337267
-0.0462375,1.335561301348418
-0.046225,1.328451116793381
-0.0462125,1.320663771804527
-0.0462,1.312876426815681
-0.0461875,1.306443402694457
-0.046175,1.298656057705607
-0.0461625,1.291207292933664
-0.04615,1.283081367727904
-0.0461375,1.275632602955964
-0.046125,1.268522418400927
-0.0461125,1.260735073412077
-0.0461,1.252947728423227
-0.0460875,1.245837543868194
-0.046075,1.237711618662434
-0.0460625,1.230262853890491
-0.04605,1.222814089118547
-0.0460375,1.214349583695884
-0.046025,1.207239399140851
-0.0460125,1.199452054151998
-0.046,1.192003289380054
-0.0459875,1.183877364174298
-0.045975,1.175751438968541
-0.0459625,1.168641254413508
-0.04595,1.160853909424655
-0.0459375,1.152389404001992
-0.045925,1.145279219446955
-0.0459125,1.137491874458105
-0.0459,1.129704529469258
-0.0458875,1.121917184480405
-0.045875,1.114129839491555
-0.0458625,1.106003914285799
-0.04585,1.097877989080042
-0.0458375,1.090429224308102
-0.045825,1.082303299102342
-0.0458125,1.074854534330399
-0.0458,1.066728609124643
-0.0457875,1.059279844352699
-0.045775,1.051153919146947
-0.0457625,1.043366574158093
-0.04575,1.035240648952336
-0.0457375,1.0281304643973
-0.045725,1.020004539191543
-0.0457125,1.011540033768884
-0.0457,1.004091268996937
-0.0456875,0.996303924008087
-0.045675,0.9881779988023305
-0.0456625,0.9803906538134807
-0.04565,0.9729418890415407
-0.0456375,0.9648159638357808
-0.045625,0.9566900386300243
-0.0456125,0.9489026936411745
-0.0456,0.9411153486523246
-0.0455875,0.9333280036634782
-0.045575,0.9255406586746248
-0.0455625,0.9177533136857748
-0.04555,0.9103045489138315
-0.0455375,0.9018400434911685
-0.045525,0.8943912787192286
-0.0455125,0.8862653535134687
-0.0455,0.8784780085246188
-0.0454875,0.8706906635357688
-0.045475,0.862903318546919
-0.0454625,0.8551159735580727
-0.04545,0.8473286285692192
-0.0454375,0.8395412835803693
-0.045425,0.8324310990253324
-0.0454125,0.8239665936026694
-0.0454,0.8165178288307295
-0.0453875,0.8083919036249696
-0.045375,0.8012817190699327
-0.0453625,0.7931557938641763
-0.04535,0.7853684488753264
-0.0453375,0.7779196841033831
-0.045325,0.7701323391145332
-0.0453125,0.7623449941256832
-0.0453,0.7548962293537399
-0.0452875,0.7474474645817965
-0.045275,0.7396601195929465
-0.0452625,0.7318727746040966
-0.04525,0.7247625900490597
-0.0452375,0.7169752450602099
-0.045225,0.70918790007136
-0.0452125,0.7020777155163231
-0.0452,0.6949675309612826
-0.0451875,0.6868416057555298
-0.045175,0.67905426076668
-0.0451625,0.6716054959947365
-0.04515,0.6644953114396996
-0.0451375,0.6573851268846592
-0.045125,0.6495977818958129
-0.0451125,0.6428261775576826
-0.0451,0.6350388325688326
-0.0450875,0.6279286480137958
-0.045075,0.6204798832418492
-0.0450625,0.613708278903722
-0.04505,0.6059209339148721
-0.0450375,0.5988107493598352
-0.045025,0.5913619845878918
-0.0450125,0.5845903802497581
-0.045,0.5771416154778181
-0.0449875,0.5696928507058747
-0.044975,0.5629212463677443
-0.0449625,0.556149642029614
-0.04495,0.5487008772576675
-0.0449375,0.5419292729195403
-0.044925,0.5348190883645034
-0.0449125,0.528047484026373
-0.0449,0.5205987192544297
-0.0448875,0.5141656951332026
-0.044875,0.507055510578169
-0.0448625,0.5002839062400386
-0.04485,0.4938508821188147
-0.0448375,0.4874178579975909
-0.044825,0.4799690932256444
-0.0448125,0.4731974888875171
-0.0448,0.4664258845493868
-0.0447875,0.459992860428163
-0.044775,0.4532212560900326
-0.0447625,0.4471268121857122
-0.04475,0.4403552078475849
-0.0447375,0.4339221837263611
-0.044725,0.4268119991713242
-0.0447125,0.4210561354839134
-0.0447,0.4146231113626866
-0.0446875,0.4081900872414657
-0.044675,0.4020956433371484
-0.0446625,0.3960011994328311
-0.04465,0.3888910148777942
-0.0446375,0.3831351511903805
-0.044625,0.3767021270691596
-0.0446125,0.3706076831648423
-0.0446,0.364513239260525
-0.0445875,0.3584187953562076
-0.044575,0.3523243514518877
-0.0445625,0.3465684877644795
-0.04455,0.3408126240770687
-0.0445375,0.3343795999558449
-0.044525,0.3286237362684341
-0.0445125,0.3232064527979323
-0.0445,0.3171120088936125
-0.0444875,0.3116947254231082
-0.044475,0.3056002815187909
-0.0444625,0.2998444178313801
-0.04445,0.2940885541439719
-0.0444375,0.288671270673465
-0.044425,0.2832539872029607
-0.0444125,0.2778367037324564
-0.0444,0.2724194202619521
-0.0443875,0.2673407170083567
-0.044375,0.2612462731040371
-0.0443625,0.2561675698504393
-0.04435,0.2510888665968415
-0.0443375,0.2460101633432438
-0.044325,0.2409314600896483
-0.0443125,0.2355141766191417
-0.0443,0.2307740535824505
-0.0442875,0.2253567701119462
-0.044275,0.220616647075255
-0.0442625,0.2158765240385659
-0.04425,0.2104592405680594
-0.0442375,0.2060576977482747
-0.044225,0.2006404142777704
-0.0442125,0.1965774516748922
-0.0442,0.1918373286382031
-0.0441875,0.1867586253846032
-0.044175,0.1823570825648185
-0.0441625,0.1776169595281272
-0.04415,0.173553996925249
-0.0441375,0.1684752936716535
-0.044125,0.1640737508518665
-0.0441125,0.1603493684658948
-0.0441,0.1562864058630166
-0.0440875,0.1515462828263253
-0.044075,0.1478219004403554
-0.0440625,0.1430817774036624
-0.04405,0.1390188148007842
-0.0440375,0.135633012631719
-0.044025,0.1312314698119343
-0.0440125,0.1275070874259643
-0.044,0.1231055446061779
-0.0439875,0.1197197424371127
-0.043975,0.115995360051141
-0.0439625,0.1126095578820758
-0.04395,0.1088851754961058
-0.0439375,0.105499373327039
-0.043925,0.1021135711579738
-0.0439125,0.09838918877200209
-0.0439,0.09500338660293692
-0.0438875,0.09161758443387329
-0.043875,0.08789320204790005
-0.0438625,0.08450739987883488
-0.04385,0.08213733836048925
-0.0438375,0.07875153619142408
-0.043825,0.07502715380545238
-0.0438125,0.07299567250401326
-0.0438,0.06994845055185461
-0.0437875,0.06656264838278944
-0.043775,0.06419258686444382
-0.0437625,0.06114536491228515
-0.04375,0.05809814296012649
-0.0437375,0.05538950122487435
-0.043725,0.05335801992343524
-0.0437125,0.0506493781881831
-0.0437,0.04794073645293096
-0.0436875,0.04523209471767882
-0.043675,0.0428620331993332
-0.0436625,0.04049197168098757
-0.04365,0.03846049037954847
-0.0436375,0.03609042886120285
-0.043625,0.03439752777666918
-0.0436125,0.03202746625832464
-0.0436,0.02999598495688553
-0.0435875,0.02830308387235294
-0.043575,0.02661018278782035
-0.0435625,0.02424012126947411
-0.04355,0.02288580040184866
-0.0435375,0.02119289931731607
-0.043525,0.01949999823278348
-0.0435125,0.01780709714825089
-0.0435,0.01611419606371754
-0.0434875,0.01442129497918572
-0.043475,0.01340555432846616
-0.0434625,0.01205123346084009
-0.04345,0.01069691259321402
-0.0434375,0.009342591725587181
-0.043425,0.007649690641055363
-0.0434125,0.006972530207242328
-0.0434,0.005956789556522775
-0.0433875,0.004941048905803221
-0.043375,0.004602468688896088
-0.0433625,0.003248147821270633
-0.04335,0.002570987387457598
-0.0433375,0.001555246736738045
-0.043325,0.0008780863029250098
-0.0433125,0.0008780863029245479
-0.0433,-0.0001376543477945432
-0.0432875,-0.0004762345647010608
-0.043275,-0.001153394998514096
-0.0432625,-0.001491975215420614
-0.04325,-0.001830555432327285
-0.0432375,-0.002169135649233649
-0.043225,-0.002169135649233649
-0.0432125,-0.002169135649233649
-0.0432,-0.002169135649233649
-0.0431875,-0.002169135649233649
-0.043175,-0.002169135649233649
-0.0431625,-0.002169135649233649
-0.04315,-0.002507715866140167
-0.0431375,-0.001830555432327131
-0.043125,-0.001491975215420306
-0.0431125,-0.0008148147816075784
-0.0431,-0.0004762345647010608
-0.0430875,0.0002009258691119745
-0.043075,0.0005395060860184922
-0.0430625,0.0008780863029254716
-0.04305,0.001893826953644563
-0.0430375,0.002570987387457598
-0.043025,0.003248147821270633
-0.0430125,0.004263888471990186
-0.043,0.005279629122710355
-0.0429875,0.00663394999033581
-0.042975,0.007311110424148845
-0.0429625,0.008326851074868398
-0.04295,0.009681171942494468
-0.0429375,0.01103549281011992
-0.042925,0.01238981367774661
-0.0429125,0.01340555432846616
-0.0429,0.01475987519609223
-0.0428875,0.01645277628062482
-0.042875,0.01814567736515664
-0.0428625,0.01983857844969
-0.04285,0.02119289931731607
-0.0428375,0.02288580040184866
-0.042825,0.02491728170328776
-0.0428125,0.02627160257091322
-0.0428,0.02830308387235294
-0.0427875,0.03067314539069856
-0.042775,0.03270462669213767
-0.0427625,0.03439752777667026
-0.04275,0.03710616951192117
-0.0427375,0.03913765081336151
-0.042725,0.04083055189789409
-0.0427125,0.04353919363314623
-0.0427,0.04590925515149186
-0.0426875,0.04861789688674277
-0.042675,0.05098795840508962
-0.0426625,0.05403518035724828
-0.04265,0.05606666165868739
-0.0426375,0.05877530339393953
-0.042625,0.06148394512919043
-0.0426125,0.06453116708135032
-0.0426,0.06723980881660246
-0.0425875,0.07028703076876114
-0.042575,0.07333425272091978
-0.0425625,0.07570431423926433
-0.04255,0.07909011640833058
-0.0425375,0.08247591857739575
-0.042525,0.08552314052955443
-0.0425125,0.08857036248171307
-0.0425,0.09195616465077673
-0.0424875,0.09568054703674994
-0.042475,0.09872776898890862
-0.0424625,0.1024521513748803
-0.04245,0.106176533760852
-0.0424375,0.1095623359299156
-0.042425,0.1129481380989824
-0.0424125,0.1170111007018606
-0.0424,0.1203969028709257
-0.0423875,0.1244598654738039
-0.042375,0.1285228280766803
-0.0423625,0.1322472104626539
-0.04235,0.1363101730655321
-0.0423375,0.1403731356684103
-0.042325,0.144097518054382
-0.0423125,0.1488376410910711
-0.0423,0.1525620234770449
-0.0422875,0.1566249860799231
-0.042275,0.1610265288997078
-0.0422625,0.1654280717194926
-0.04225,0.1698296145392773
-0.0422375,0.174231157359062
-0.042225,0.1789712803957533
-0.0422125,0.183372823215538
-0.0422,0.1881129462522293
-0.0421875,0.1928530692889205
-0.042175,0.1972546121087052
-0.0421625,0.2019947351453965
-0.04215,0.2067348581820877
-0.0421375,0.211474981218779
-0.042125,0.2165536844723767
-0.0421125,0.2216323877259745
-0.0421,0.2260339305457592
-0.0420875,0.2314512140162635
-0.042075,0.2368684974867678
-0.0420625,0.2412700403065525
-0.04205,0.2466873237770591
-0.0420375,0.2517660270306546
-0.042025,0.2571833105011589
-0.0420125,0.2626005939716631
-0.042,0.2680178774421674
-0.0419875,0.2734351609126741
-0.041975,0.2785138641662695
-0.0419625,0.2842697278536803
-0.04195,0.2896870113241846
-0.0419375,0.2954428750115954
-0.041925,0.3008601584821024
-0.0419125,0.306954602386417
-0.0419,0.3127104660738277
-0.0418875,0.3184663297612386
-0.041875,0.3238836132317429
-0.0418625,0.3299780571360626
-0.04185,0.3353953406065645
-0.0418375,0.3414897845108817
-0.041825,0.3472456481982926
-0.0418125,0.3540172525364229
-0.0418,0.3594345360069301
-0.0417875,0.365867560128151
-0.041775,0.3716234238155618
-0.0417625,0.3777178677198791
-0.04175,0.384150891841103
-0.0417375,0.3902453357454234
-0.041725,0.3970169400835507
-0.0417125,0.4031113839878679
-0.0417,0.4092058278921853
-0.0416875,0.4156388520134091
-0.041675,0.4220718761346358
-0.0416625,0.4281663200389503
-0.04165,0.4349379243770806
-0.0416375,0.4413709484983044
-0.041625,0.4484811330533414
-0.0416125,0.4542369967407552
-0.0416,0.4610086010788825
-0.0415875,0.4681187856339193
-0.041575,0.4745518097551432
-0.0415625,0.480984833876367
-0.04155,0.4880950184314071
-0.0415375,0.4952052029864408
-0.041525,0.5012996468907581
-0.0415125,0.508409831445795
-0.0415,0.5151814357839254
-0.0414875,0.5226302005558716
-0.041475,0.5290632246770925
-0.0414625,0.5361734092321294
-0.04145,0.5429450135702598
-0.0414375,0.5497166179083902
-0.041425,0.557165382680337
-0.0414125,0.5646141474522769
-0.0414,0.5713857517904073
-0.0413875,0.5781573561285377
-0.041375,0.585606120900481
-0.0413625,0.593054885672421
-0.04135,0.5998264900105548
-0.0413375,0.6072752547824982
-0.041325,0.615062599771348
-0.0413125,0.6221727843263849
-0.0413,0.6286058084476059
-0.0412875,0.6363931534364586
-0.041275,0.6441804984253086
-0.0412625,0.6512906829803454
-0.04125,0.6587394477522889
-0.0412375,0.6661882125242288
-0.041225,0.6736369772961757
-0.0412125,0.680408581634306
-0.0412,0.6881959266231559
-0.0411875,0.6963218518289123
-0.041175,0.7034320363839459
-0.0411625,0.7108808011558926
-0.04115,0.7183295659278359
-0.0411375,0.7261169109166858
-0.041125,0.7332270954717227
-0.0411125,0.7410144404605691
-0.0411,0.7494789458832356
-0.0410875,0.7565891304382725
-0.041075,0.7636993149933093
-0.0410625,0.7714866599821593
-0.04105,0.7792740049710056
-0.0410375,0.787061349959859
-0.041025,0.7945101147318024
-0.0410125,0.8022974597206524
-0.041,0.8100848047095023
-0.0409875,0.818210729915255
-0.040975,0.8253209144702955
-0.0409625,0.8334468396760519
-0.04095,0.8412341846649019
-0.0409375,0.8486829494368453
-0.040925,0.856808874642598
-0.0409125,0.8645962196314516
-0.0409,0.872044984403395
-0.0408875,0.8798323293922449
-0.040875,0.8876196743810948
-0.0408625,0.8957455995868475
-0.04085,0.9031943643587946
-0.0408375,0.911320289564551
-0.040825,0.919784794987214
-0.0408125,0.9265563993253443
-0.0408,0.9346823245310971
-0.0407875,0.9424696695199506
-0.040775,0.9509341749426136
-0.0407625,0.957705779280744
-0.04075,0.9658317044865004
-0.0407375,0.9742962099091594
-0.040725,0.9820835548980132
-0.0407125,0.9898708998868632
-0.0407,0.997658244875713
-0.0406875,1.005784170081469
-0.040675,1.012894354636506
-0.0406625,1.021020279842263
-0.04065,1.029146205048019
-0.0406375,1.037272130253776
-0.040625,1.044720895025719
-0.0406125,1.052846820231475
-0.0406,1.060634165220325
-0.0405875,1.068082929992269
-0.040575,1.076547435414932
-0.0405625,1.083657619969969
-0.04055,1.092122125392631
-0.0405375,1.099570890164578
-0.040525,1.107358235153425
-0.0405125,1.115484160359181
-0.0405,1.122932925131125
-0.0404875,1.130720270119975
-0.040475,1.139184775542641
-0.0404625,1.146972120531487
-0.04045,1.154420885303431
-0.0404375,1.161869650075374
-0.040425,1.16999557528113
-0.0404125,1.177444340053077
-0.0404,1.185231685041924
-0.0403875,1.193019030030774
-0.040375,1.200806375019624
-0.0403625,1.208255139791567
-0.04035,1.216042484780421
-0.0403375,1.223829829769267
-0.040325,1.231955754975023
-0.0403125,1.23906593953006
-0.0403,1.24685328451891
-0.0402875,1.254640629507763
-0.040275,1.262089394279703
-0.0402625,1.27021531948546
-0.04025,1.277325504040496
-0.0402375,1.28477426881244
-0.040225,1.292223033584387
-0.0402125,1.300010378573233
-0.0402,1.307459143345177
-0.0401875,1.31490790811712
-0.040175,1.321679512455251
-0.0401625,1.32980543766101
-0.04015,1.337592782649857
-0.0401375,1.344702967204894
-0.040125,1.352151731976837
-0.0401125,1.35960049674878
-0.0401,1.366710681303821
-0.0400875,1.373820865858854
-0.040075,1.381608210847704
-0.0400625,1.388379815185834
-0.04005,1.395489999740871
-0.0400375,1.402938764512818
